movie_title,imdb_score,year,gross,budget,profit_markup_pr,continent,genre,mycolor
Saint Ralph ,7.6,2004,795126,6000000.00,-87,Central America,Sport,loss
Mama ,6.2,2013,71588220,20000000.00,258,Central America,Fantasy,profit
Mama ,6.2,2013,71588220,20000000.00,258,Central America,Horror,profit
"Mystery, Alaska ",6.7,1999,8888143,28000000.00,-68,Central America,Comedy,loss
"Mystery, Alaska ",6.7,1999,8888143,28000000.00,-68,Central America,Drama,loss
"Mystery, Alaska ",6.7,1999,8888143,28000000.00,-68,Central America,Sport,loss
Slackers ,5.3,2002,4814244,11000000.00,-56,Central America,Comedy,loss
Slackers ,5.3,2002,4814244,11000000.00,-56,Central America,Romance,loss
Porky's ,6.2,1981,105500000,4000000.00,2538,Central America,Comedy,profit
Smoke Signals ,7.2,1998,6719300,2000000.00,236,Central America,Comedy,profit
Smoke Signals ,7.2,1998,6719300,2000000.00,236,Central America,Drama,profit
The 33 ,6.9,2015,12188642,26000000.00,-53,South America,Biography,loss
The 33 ,6.9,2015,12188642,26000000.00,-53,South America,Drama,loss
The 33 ,6.9,2015,12188642,26000000.00,-53,South America,History,loss
The Promise ,5.6,2005,668171,60000000.00,-99,Asia,Action,loss
The Promise ,5.6,2005,668171,60000000.00,-99,Asia,Drama,loss
The Promise ,5.6,2005,668171,60000000.00,-99,Asia,Fantasy,loss
The Last Emperor ,7.8,1987,43984230,23000000.00,91,Asia,Biography,profit
The Last Emperor ,7.8,1987,43984230,23000000.00,91,Asia,Drama,profit
The Last Emperor ,7.8,1987,43984230,23000000.00,91,Asia,History,profit
House of Flying Daggers ,7.6,2004,11041228,100000000.00,-89,Asia,Action,loss
House of Flying Daggers ,7.6,2004,11041228,100000000.00,-89,Asia,Adventure,loss
House of Flying Daggers ,7.6,2004,11041228,100000000.00,-89,Asia,Drama,loss
House of Flying Daggers ,7.6,2004,11041228,100000000.00,-89,Asia,Romance,loss
Snow Flower and the Secret Fan ,6.1,2011,1346503,6000000.00,-78,Asia,Drama,loss
Snow Flower and the Secret Fan ,6.1,2011,1346503,6000000.00,-78,Asia,History,loss
City of Life and Death ,7.7,2009,119922,12000000.00,-99,Asia,Drama,loss
City of Life and Death ,7.7,2009,119922,12000000.00,-99,Asia,History,loss
City of Life and Death ,7.7,2009,119922,12000000.00,-99,Asia,War,loss
The Painted Veil ,7.5,2006,8047690,19400000.00,-59,Asia,Drama,loss
The Painted Veil ,7.5,2006,8047690,19400000.00,-59,Asia,Romance,loss
1911 ,6,2011,127437,18000000.00,-99,Asia,Action,loss
1911 ,6,2011,127437,18000000.00,-99,Asia,Adventure,loss
1911 ,6,2011,127437,18000000.00,-99,Asia,Drama,loss
1911 ,6,2011,127437,18000000.00,-99,Asia,History,loss
1911 ,6,2011,127437,18000000.00,-99,Asia,War,loss
The Flowers of War ,7.6,2011,9213,94000000.00,-100,Asia,Drama,loss
The Flowers of War ,7.6,2011,9213,94000000.00,-100,Asia,History,loss
The Flowers of War ,7.6,2011,9213,94000000.00,-100,Asia,Romance,loss
The Flowers of War ,7.6,2011,9213,94000000.00,-100,Asia,War,loss
Mission: Impossible - Rogue Nation ,7.4,2015,195000874,150000000.00,30,Asia,Action,profit
Mission: Impossible - Rogue Nation ,7.4,2015,195000874,150000000.00,30,Asia,Adventure,profit
Mission: Impossible - Rogue Nation ,7.4,2015,195000874,150000000.00,30,Asia,Thriller,profit
Curse of the Golden Flower ,7,2006,6565495,45000000.00,-85,Asia,Drama,loss
Curse of the Golden Flower ,7,2006,6565495,45000000.00,-85,Asia,Romance,loss
Red Cliff ,7.4,2008,626809,553632000.00,-100,Asia,Action,loss
Red Cliff ,7.4,2008,626809,553632000.00,-100,Asia,Adventure,loss
Red Cliff ,7.4,2008,626809,553632000.00,-100,Asia,Drama,loss
Red Cliff ,7.4,2008,626809,553632000.00,-100,Asia,History,loss
Red Cliff ,7.4,2008,626809,553632000.00,-100,Asia,War,loss
Dragon Blade ,6.1,2015,72413,65000000.00,-100,Asia,Action,loss
Dragon Blade ,6.1,2015,72413,65000000.00,-100,Asia,Adventure,loss
Dragon Blade ,6.1,2015,72413,65000000.00,-100,Asia,Drama,loss
Dragon Blade ,6.1,2015,72413,65000000.00,-100,Asia,History,loss
Kung Fu Killer ,6.5,2014,129115,25000000.00,-99,Asia,Action,loss
Kung Fu Killer ,6.5,2014,129115,25000000.00,-99,Asia,Drama,loss
Hero ,7.9,2002,84961,31000000.00,-100,Asia,Action,loss
Hero ,7.9,2002,84961,31000000.00,-100,Asia,Adventure,loss
Hero ,7.9,2002,84961,31000000.00,-100,Asia,History,loss
Maria Full of Grace ,7.5,2004,6517198,3000000.00,117,South America,Crime,profit
Maria Full of Grace ,7.5,2004,6517198,3000000.00,117,South America,Drama,profit
Child 44 ,6.4,2015,1206135,50000000.00,-98,Europe,Crime,loss
Child 44 ,6.4,2015,1206135,50000000.00,-98,Europe,Drama,loss
Child 44 ,6.4,2015,1206135,50000000.00,-98,Europe,Thriller,loss
Ravenous ,7.1,1999,2060953,12000000.00,-83,Europe,Fantasy,loss
Ravenous ,7.1,1999,2060953,12000000.00,-83,Europe,Horror,loss
Ravenous ,7.1,1999,2060953,12000000.00,-83,Europe,Thriller,loss
I Served the King of England ,7.4,2006,617228,84450000.00,-99,Europe,Comedy,loss
I Served the King of England ,7.4,2006,617228,84450000.00,-99,Europe,Drama,loss
I Served the King of England ,7.4,2006,617228,84450000.00,-99,Europe,Romance,loss
I Served the King of England ,7.4,2006,617228,84450000.00,-99,Europe,War,loss
Manderlay ,7.4,2005,74205,14200000.00,-99,Europe,Drama,loss
Smilla's Sense of Snow ,6.4,1997,2221994,35000000.00,-94,Europe,Action,loss
Smilla's Sense of Snow ,6.4,1997,2221994,35000000.00,-94,Europe,Drama,loss
Smilla's Sense of Snow ,6.4,1997,2221994,35000000.00,-94,Europe,Sci-Fi,loss
Smilla's Sense of Snow ,6.4,1997,2221994,35000000.00,-94,Europe,Thriller,loss
Only God Forgives ,5.7,2013,778565,4800000.00,-84,Europe,Crime,loss
Only God Forgives ,5.7,2013,778565,4800000.00,-84,Europe,Drama,loss
A Lego Brickumentary ,6.8,2014,100240,1000000.00,-90,Europe,Documentary,loss
Flame and Citron ,7.3,2008,145109,45000000.00,-100,Europe,Drama,loss
Flame and Citron ,7.3,2008,145109,45000000.00,-100,Europe,History,loss
Flame and Citron ,7.3,2008,145109,45000000.00,-100,Europe,Thriller,loss
Flame and Citron ,7.3,2008,145109,45000000.00,-100,Europe,War,loss
The Hunt ,8.3,2012,610968,3800000.00,-84,Europe,Drama,loss
The Celebration ,8.1,1998,1647780,1300000.00,27,Europe,Drama,profit
Dancer in the Dark ,8,2000,4157491,12800000.00,-68,Europe,Crime,loss
Dancer in the Dark ,8,2000,4157491,12800000.00,-68,Europe,Drama,loss
Dancer in the Dark ,8,2000,4157491,12800000.00,-68,Europe,Musical,loss
Melancholia ,7.1,2011,3029870,7400000.00,-59,Europe,Drama,loss
Melancholia ,7.1,2011,3029870,7400000.00,-59,Europe,Sci-Fi,loss
Le Havre ,7.2,2011,611709,3850000.00,-84,Europe,Comedy,loss
Le Havre ,7.2,2011,611709,3850000.00,-84,Europe,Drama,loss
Babel ,7.5,2006,34300771,25000000.00,37,Europe,Drama,profit
The Purge: Election Year ,6.1,2016,78845130,10000000.00,688,Europe,Action,profit
The Purge: Election Year ,6.1,2016,78845130,10000000.00,688,Europe,Horror,profit
The Purge: Election Year ,6.1,2016,78845130,10000000.00,688,Europe,Sci-Fi,profit
The Purge: Election Year ,6.1,2016,78845130,10000000.00,688,Europe,Thriller,profit
The Ghost Writer ,7.2,2010,15523168,45000000.00,-66,Europe,Mystery,loss
The Ghost Writer ,7.2,2010,15523168,45000000.00,-66,Europe,Thriller,loss
Nomad: The Warrior ,6,2005,77231,25000000.00,-100,Europe,Drama,loss
Nomad: The Warrior ,6,2005,77231,25000000.00,-100,Europe,History,loss
Nomad: The Warrior ,6,2005,77231,25000000.00,-100,Europe,War,loss
One to Another ,5.8,2006,18435,1400000.00,-99,Europe,Drama,loss
Les couloirs du temps: Les visiteurs II ,6,1998,146072,140000000.00,-100,Europe,Comedy,loss
Les couloirs du temps: Les visiteurs II ,6,1998,146072,140000000.00,-100,Europe,Family,loss
Les couloirs du temps: Les visiteurs II ,6,1998,146072,140000000.00,-100,Europe,Fantasy,loss
Les couloirs du temps: Les visiteurs II ,6,1998,146072,140000000.00,-100,Europe,Sci-Fi,loss
Amen. ,7.3,2002,274299,103000000.00,-100,Europe,Biography,loss
Amen. ,7.3,2002,274299,103000000.00,-100,Europe,Crime,loss
Amen. ,7.3,2002,274299,103000000.00,-100,Europe,Drama,loss
Amen. ,7.3,2002,274299,103000000.00,-100,Europe,War,loss
Enter the Void ,7.3,2009,336467,13000000.00,-97,Europe,Drama,loss
Enter the Void ,7.3,2009,336467,13000000.00,-97,Europe,Fantasy,loss
The Messenger: The Story of Joan of Arc ,6.4,1999,14131298,390000000.00,-96,Europe,Adventure,loss
The Messenger: The Story of Joan of Arc ,6.4,1999,14131298,390000000.00,-96,Europe,Biography,loss
The Messenger: The Story of Joan of Arc ,6.4,1999,14131298,390000000.00,-96,Europe,Drama,loss
The Messenger: The Story of Joan of Arc ,6.4,1999,14131298,390000000.00,-96,Europe,History,loss
The Messenger: The Story of Joan of Arc ,6.4,1999,14131298,390000000.00,-96,Europe,War,loss
Sarah's Key ,7.5,2010,7691700,10000000.00,-23,Europe,Drama,loss
Sarah's Key ,7.5,2010,7691700,10000000.00,-23,Europe,War,loss
Catch a Fire ,6.7,2006,4291965,14000000.00,-69,Europe,Biography,loss
Catch a Fire ,6.7,2006,4291965,14000000.00,-69,Europe,Drama,loss
Catch a Fire ,6.7,2006,4291965,14000000.00,-69,Europe,History,loss
Taken ,7.9,2008,145000989,25000000.00,480,Europe,Action,profit
Taken ,7.9,2008,145000989,25000000.00,480,Europe,Thriller,profit
Brick Mansions ,5.7,2014,20285518,28000000.00,-28,Europe,Action,loss
Brick Mansions ,5.7,2014,20285518,28000000.00,-28,Europe,Crime,loss
Brick Mansions ,5.7,2014,20285518,28000000.00,-28,Europe,Drama,loss
Brick Mansions ,5.7,2014,20285518,28000000.00,-28,Europe,Thriller,loss
Jefferson in Paris ,5.7,1995,2474000,14000000.00,-82,Europe,Biography,loss
Jefferson in Paris ,5.7,1995,2474000,14000000.00,-82,Europe,Drama,loss
Jefferson in Paris ,5.7,1995,2474000,14000000.00,-82,Europe,History,loss
Jefferson in Paris ,5.7,1995,2474000,14000000.00,-82,Europe,Romance,loss
Lucky Numbers ,5,2000,10014234,65000000.00,-85,Europe,Comedy,loss
Lucky Numbers ,5,2000,10014234,65000000.00,-85,Europe,Crime,loss
The Names of Love ,7.2,2010,513836,4600000.00,-89,Europe,Comedy,loss
The Names of Love ,7.2,2010,513836,4600000.00,-89,Europe,Drama,loss
The Names of Love ,7.2,2010,513836,4600000.00,-89,Europe,Romance,loss
Showgirls ,4.6,1995,20302961,45000000.00,-55,Europe,Drama,loss
Transporter 2 ,6.3,2005,43095600,32000000.00,35,Europe,Action,profit
Transporter 2 ,6.3,2005,43095600,32000000.00,35,Europe,Crime,profit
Transporter 2 ,6.3,2005,43095600,32000000.00,35,Europe,Thriller,profit
Munich ,7.6,2005,47379090,70000000.00,-32,Europe,Drama,loss
Munich ,7.6,2005,47379090,70000000.00,-32,Europe,History,loss
Munich ,7.6,2005,47379090,70000000.00,-32,Europe,Thriller,loss
Three Burials ,7.5,2005,5023275,15000000.00,-67,Europe,Adventure,loss
Three Burials ,7.5,2005,5023275,15000000.00,-67,Europe,Crime,loss
Three Burials ,7.5,2005,5023275,15000000.00,-67,Europe,Drama,loss
Three Burials ,7.5,2005,5023275,15000000.00,-67,Europe,Mystery,loss
Three Burials ,7.5,2005,5023275,15000000.00,-67,Europe,Western,loss
8 Women ,7.1,2002,3076425,8000000.00,-62,Europe,Comedy,loss
8 Women ,7.1,2002,3076425,8000000.00,-62,Europe,Crime,loss
8 Women ,7.1,2002,3076425,8000000.00,-62,Europe,Musical,loss
8 Women ,7.1,2002,3076425,8000000.00,-62,Europe,Romance,loss
Original Sin ,6,2001,16252765,42000000.00,-61,Europe,Drama,loss
Original Sin ,6,2001,16252765,42000000.00,-61,Europe,Mystery,loss
Original Sin ,6,2001,16252765,42000000.00,-61,Europe,Romance,loss
Original Sin ,6,2001,16252765,42000000.00,-61,Europe,Thriller,loss
The Last Exorcism ,5.6,2010,40990055,1800000.00,2177,Europe,Drama,profit
The Last Exorcism ,5.6,2010,40990055,1800000.00,2177,Europe,Horror,profit
The Last Exorcism ,5.6,2010,40990055,1800000.00,2177,Europe,Thriller,profit
Lucy ,6.4,2014,126546825,40000000.00,216,Europe,Action,profit
Lucy ,6.4,2014,126546825,40000000.00,216,Europe,Sci-Fi,profit
Lucy ,6.4,2014,126546825,40000000.00,216,Europe,Thriller,profit
The Straight Story ,8,1999,6197866,10000000.00,-38,Europe,Biography,loss
The Straight Story ,8,1999,6197866,10000000.00,-38,Europe,Drama,loss
The Triplets of Belleville ,7.8,2003,7002255,9500000.00,-26,Europe,Animation,loss
The Triplets of Belleville ,7.8,2003,7002255,9500000.00,-26,Europe,Comedy,loss
The Triplets of Belleville ,7.8,2003,7002255,9500000.00,-26,Europe,Drama,loss
Amour ,7.9,2012,225377,8900000.00,-97,Europe,Drama,loss
Amour ,7.9,2012,225377,8900000.00,-97,Europe,Romance,loss
The Good Thief ,6.6,2002,3517797,25000000.00,-86,Europe,Action,loss
The Good Thief ,6.6,2002,3517797,25000000.00,-86,Europe,Crime,loss
The Good Thief ,6.6,2002,3517797,25000000.00,-86,Europe,Drama,loss
The Good Thief ,6.6,2002,3517797,25000000.00,-86,Europe,Romance,loss
The Good Thief ,6.6,2002,3517797,25000000.00,-86,Europe,Thriller,loss
MoliÃ¨re ,7.3,2007,634277,16000000.00,-96,Europe,Comedy,loss
MoliÃ¨re ,7.3,2007,634277,16000000.00,-96,Europe,History,loss
District B13 ,7.2,2004,1197786,12000000.00,-90,Europe,Action,loss
District B13 ,7.2,2004,1197786,12000000.00,-90,Europe,Crime,loss
District B13 ,7.2,2004,1197786,12000000.00,-90,Europe,Thriller,loss
Little White Lies ,7.1,2010,183662,25000000.00,-99,Europe,Comedy,loss
Little White Lies ,7.1,2010,183662,25000000.00,-99,Europe,Drama,loss
The Artist ,8,2011,44667095,15000000.00,198,Europe,Comedy,profit
The Artist ,8,2011,44667095,15000000.00,198,Europe,Drama,profit
The Artist ,8,2011,44667095,15000000.00,198,Europe,Romance,profit
Bon voyage ,6.9,2003,2353728,20000000.00,-88,Europe,Comedy,loss
Bon voyage ,6.9,2003,2353728,20000000.00,-88,Europe,Drama,loss
Bon voyage ,6.9,2003,2353728,20000000.00,-88,Europe,Mystery,loss
Bon voyage ,6.9,2003,2353728,20000000.00,-88,Europe,Romance,loss
Bon voyage ,6.9,2003,2353728,20000000.00,-88,Europe,Thriller,loss
Bon voyage ,6.9,2003,2353728,20000000.00,-88,Europe,War,loss
Colombiana ,6.4,2011,36665854,40000000.00,-8,Europe,Action,loss
Colombiana ,6.4,2011,36665854,40000000.00,-8,Europe,Crime,loss
Colombiana ,6.4,2011,36665854,40000000.00,-8,Europe,Drama,loss
Colombiana ,6.4,2011,36665854,40000000.00,-8,Europe,Thriller,loss
The Chorus ,7.9,2004,3629758,5500000.00,-34,Europe,Drama,loss
The Chorus ,7.9,2004,3629758,5500000.00,-34,Europe,Music,loss
Just Visiting ,5.8,2001,4777007,40000000.00,-88,Europe,Comedy,loss
Just Visiting ,5.8,2001,4777007,40000000.00,-88,Europe,Fantasy,loss
Just Visiting ,5.8,2001,4777007,40000000.00,-88,Europe,Sci-Fi,loss
Maniac ,6.1,2012,12843,6000000.00,-100,Europe,Horror,loss
Maniac ,6.1,2012,12843,6000000.00,-100,Europe,Thriller,loss
I Love You Phillip Morris ,6.6,2009,2035566,13000000.00,-84,Europe,Biography,loss
I Love You Phillip Morris ,6.6,2009,2035566,13000000.00,-84,Europe,Comedy,loss
I Love You Phillip Morris ,6.6,2009,2035566,13000000.00,-84,Europe,Crime,loss
I Love You Phillip Morris ,6.6,2009,2035566,13000000.00,-84,Europe,Drama,loss
I Love You Phillip Morris ,6.6,2009,2035566,13000000.00,-84,Europe,Romance,loss
Of Gods and Men ,7.2,2010,3950029,4000000.00,-1,Europe,Drama,loss
Caramel ,7.2,2007,1060591,1300000.00,-18,Europe,Comedy,loss
Caramel ,7.2,2007,1060591,1300000.00,-18,Europe,Drama,loss
Caramel ,7.2,2007,1060591,1300000.00,-18,Europe,Romance,loss
Unleashed ,7,2005,24520892,45000000.00,-46,Europe,Action,loss
Unleashed ,7,2005,24520892,45000000.00,-46,Europe,Crime,loss
Unleashed ,7,2005,24520892,45000000.00,-46,Europe,Drama,loss
Unleashed ,7,2005,24520892,45000000.00,-46,Europe,Thriller,loss
Les visiteurs ,7,1993,700000,50000000.00,-99,Europe,Comedy,loss
Les visiteurs ,7,1993,700000,50000000.00,-99,Europe,Fantasy,loss
Les visiteurs ,7,1993,700000,50000000.00,-99,Europe,Sci-Fi,loss
Escobar: Paradise Lost ,6.6,2014,106869,17000000.00,-99,Europe,Crime,loss
Escobar: Paradise Lost ,6.6,2014,106869,17000000.00,-99,Europe,Drama,loss
Escobar: Paradise Lost ,6.6,2014,106869,17000000.00,-99,Europe,Romance,loss
Escobar: Paradise Lost ,6.6,2014,106869,17000000.00,-99,Europe,Thriller,loss
Wasabi ,6.6,2001,81525,15300000.00,-99,Europe,Action,loss
Wasabi ,6.6,2001,81525,15300000.00,-99,Europe,Comedy,loss
Wasabi ,6.6,2001,81525,15300000.00,-99,Europe,Crime,loss
Wasabi ,6.6,2001,81525,15300000.00,-99,Europe,Drama,loss
Wasabi ,6.6,2001,81525,15300000.00,-99,Europe,Thriller,loss
U-571 ,6.6,2000,77086030,62000000.00,24,Europe,Action,profit
U-571 ,6.6,2000,77086030,62000000.00,24,Europe,War,profit
The Transporter ,6.8,2002,25296447,21000000.00,20,Europe,Action,profit
The Transporter ,6.8,2002,25296447,21000000.00,20,Europe,Crime,profit
The Transporter ,6.8,2002,25296447,21000000.00,20,Europe,Thriller,profit
AmÃ©lie ,8.4,2001,33201661,77000000.00,-57,Europe,Comedy,loss
AmÃ©lie ,8.4,2001,33201661,77000000.00,-57,Europe,Romance,loss
Kiss of the Dragon ,6.6,2001,36833473,25000000.00,47,Europe,Action,profit
Kiss of the Dragon ,6.6,2001,36833473,25000000.00,47,Europe,Crime,profit
Kiss of the Dragon ,6.6,2001,36833473,25000000.00,47,Europe,Drama,profit
Kiss of the Dragon ,6.6,2001,36833473,25000000.00,47,Europe,Thriller,profit
Domino ,6,2005,10137232,50000000.00,-80,Europe,Action,loss
Domino ,6,2005,10137232,50000000.00,-80,Europe,Biography,loss
Domino ,6,2005,10137232,50000000.00,-80,Europe,Crime,loss
Domino ,6,2005,10137232,50000000.00,-80,Europe,Drama,loss
Domino ,6,2005,10137232,50000000.00,-80,Europe,Thriller,loss
Silent House ,5.3,2011,12555230,2000000.00,528,Europe,Drama,profit
Silent House ,5.3,2011,12555230,2000000.00,528,Europe,Horror,profit
Silent House ,5.3,2011,12555230,2000000.00,528,Europe,Mystery,profit
Silent House ,5.3,2011,12555230,2000000.00,528,Europe,Thriller,profit
Renaissance ,6.7,2006,63260,14000000.00,-100,Europe,Action,loss
Renaissance ,6.7,2006,63260,14000000.00,-100,Europe,Animation,loss
Renaissance ,6.7,2006,63260,14000000.00,-100,Europe,Sci-Fi,loss
Renaissance ,6.7,2006,63260,14000000.00,-100,Europe,Thriller,loss
Assassins ,6.3,1995,30306268,50000000.00,-39,Europe,Action,loss
Assassins ,6.3,1995,30306268,50000000.00,-39,Europe,Crime,loss
Assassins ,6.3,1995,30306268,50000000.00,-39,Europe,Thriller,loss
The Young and Prodigious T.S. Spivet ,7.1,2013,99462,33000000.00,-100,Europe,Action,loss
The Young and Prodigious T.S. Spivet ,7.1,2013,99462,33000000.00,-100,Europe,Adventure,loss
The Young and Prodigious T.S. Spivet ,7.1,2013,99462,33000000.00,-100,Europe,Drama,loss
The Young and Prodigious T.S. Spivet ,7.1,2013,99462,33000000.00,-100,Europe,Family,loss
