movie_title,imdb_score,year,gross,budget,profit_markup_pr,continent,genre,mycolor
The Specialist ,5.4,1994,57362581,45000000.00,27,South America,Crime,profit
The Specialist ,5.4,1994,57362581,45000000.00,27,South America,Drama,profit
The Specialist ,5.4,1994,57362581,45000000.00,27,South America,Romance,profit
The Specialist ,5.4,1994,57362581,45000000.00,27,South America,Thriller,profit
Cavite ,6.3,2005,70071,7000.00,901,Asia,Thriller,profit
Thr3e ,5.1,2006,978908,2400000.00,-59,Europe,Drama,loss
Thr3e ,5.1,2006,978908,2400000.00,-59,Europe,Horror,loss
Thr3e ,5.1,2006,978908,2400000.00,-59,Europe,Mystery,loss
Thr3e ,5.1,2006,978908,2400000.00,-59,Europe,Thriller,loss
Seed of Chucky ,4.9,2004,17016190,12000000.00,42,Europe,Comedy,profit
Seed of Chucky ,4.9,2004,17016190,12000000.00,42,Europe,Fantasy,profit
Seed of Chucky ,4.9,2004,17016190,12000000.00,42,Europe,Horror,profit
Seed of Chucky ,4.9,2004,17016190,12000000.00,42,Europe,Thriller,profit
"4 Months, 3 Weeks and 2 Days ",7.9,2007,1185783,590000.00,101,Europe,Drama,profit
Mongol: The Rise of Genghis Khan ,7.3,2007,5701643,20000000.00,-71,Europe,Adventure,loss
Mongol: The Rise of Genghis Khan ,7.3,2007,5701643,20000000.00,-71,Europe,Biography,loss
Mongol: The Rise of Genghis Khan ,7.3,2007,5701643,20000000.00,-71,Europe,Drama,loss
Mongol: The Rise of Genghis Khan ,7.3,2007,5701643,20000000.00,-71,Europe,History,loss
Mongol: The Rise of Genghis Khan ,7.3,2007,5701643,20000000.00,-71,Europe,War,loss
Machete Kills ,5.6,2013,7268659,20000000.00,-64,Europe,Action,loss
Machete Kills ,5.6,2013,7268659,20000000.00,-64,Europe,Comedy,loss
Machete Kills ,5.6,2013,7268659,20000000.00,-64,Europe,Crime,loss
Machete Kills ,5.6,2013,7268659,20000000.00,-64,Europe,Thriller,loss
Night Watch ,6.5,2004,1487477,4200000.00,-65,Europe,Fantasy,loss
Night Watch ,6.5,2004,1487477,4200000.00,-65,Europe,Thriller,loss
Gangster's Paradise: Jerusalema ,7.8,2008,4958,2000000.00,-100,Africa,Action,loss
Gangster's Paradise: Jerusalema ,7.8,2008,4958,2000000.00,-100,Africa,Crime,loss
Gangster's Paradise: Jerusalema ,7.8,2008,4958,2000000.00,-100,Africa,Drama,loss
District 9 ,8,2009,115646235,30000000.00,285,Africa,Action,profit
District 9 ,8,2009,115646235,30000000.00,285,Africa,Sci-Fi,profit
District 9 ,8,2009,115646235,30000000.00,285,Africa,Thriller,profit
The Giver ,6.5,2014,45089048,25000000.00,80,Africa,Drama,profit
The Giver ,6.5,2014,45089048,25000000.00,80,Africa,Romance,profit
The Giver ,6.5,2014,45089048,25000000.00,80,Africa,Sci-Fi,profit
Oldboy ,8.4,2003,2181290,3000000.00,-27,Asia,Drama,loss
Oldboy ,8.4,2003,2181290,3000000.00,-27,Asia,Mystery,loss
Oldboy ,8.4,2003,2181290,3000000.00,-27,Asia,Thriller,loss
Snowpiercer ,7,2013,4563029,39200000.00,-88,Asia,Action,loss
Snowpiercer ,7,2013,4563029,39200000.00,-88,Asia,Drama,loss
Snowpiercer ,7,2013,4563029,39200000.00,-88,Asia,Sci-Fi,loss
Snowpiercer ,7,2013,4563029,39200000.00,-88,Asia,Thriller,loss
Tae Guk Gi: The Brotherhood of War ,8.1,2004,1110186,12800000.00,-91,Asia,Action,loss
Tae Guk Gi: The Brotherhood of War ,8.1,2004,1110186,12800000.00,-91,Asia,Drama,loss
Tae Guk Gi: The Brotherhood of War ,8.1,2004,1110186,12800000.00,-91,Asia,War,loss
"The Good, the Bad, the Weird ",7.3,2008,128486,10000000.00,-99,Asia,Action,loss
"The Good, the Bad, the Weird ",7.3,2008,128486,10000000.00,-99,Asia,Adventure,loss
"The Good, the Bad, the Weird ",7.3,2008,128486,10000000.00,-99,Asia,Comedy,loss
"The Good, the Bad, the Weird ",7.3,2008,128486,10000000.00,-99,Asia,Western,loss
Operation Chromite ,6.8,2016,31662,12620000.00,-100,Asia,Action,loss
Operation Chromite ,6.8,2016,31662,12620000.00,-100,Asia,Drama,loss
Operation Chromite ,6.8,2016,31662,12620000.00,-100,Asia,History,loss
Operation Chromite ,6.8,2016,31662,12620000.00,-100,Asia,War,loss
Dragon Wars: D-War ,3.6,2007,10956379,35000000.00,-69,Asia,Action,loss
Dragon Wars: D-War ,3.6,2007,10956379,35000000.00,-69,Asia,Drama,loss
Dragon Wars: D-War ,3.6,2007,10956379,35000000.00,-69,Asia,Fantasy,loss
Dragon Wars: D-War ,3.6,2007,10956379,35000000.00,-69,Asia,Horror,loss
Dragon Wars: D-War ,3.6,2007,10956379,35000000.00,-69,Asia,Thriller,loss
Lady Vengeance ,7.7,2005,211667,4200000000.00,-100,Asia,Crime,loss
Lady Vengeance ,7.7,2005,211667,4200000000.00,-100,Asia,Drama,loss
The Last Godfather ,3.6,2010,163591,13400000.00,-99,Asia,Comedy,loss
The Host ,7,2006,2201412,12215500000.00,-100,Asia,Comedy,loss
The Host ,7,2006,2201412,12215500000.00,-100,Asia,Drama,loss
The Host ,7,2006,2201412,12215500000.00,-100,Asia,Horror,loss
The Host ,7,2006,2201412,12215500000.00,-100,Asia,Sci-Fi,loss
The Machinist ,7.7,2004,1082044,5000000.00,-78,Europe,Drama,loss
The Machinist ,7.7,2004,1082044,5000000.00,-78,Europe,Thriller,loss
The Impossible ,7.6,2012,18996755,45000000.00,-58,Europe,Drama,loss
The Impossible ,7.6,2012,18996755,45000000.00,-58,Europe,Thriller,loss
One Man's Hero ,6.2,1999,229311,11350000.00,-98,Europe,Action,loss
One Man's Hero ,6.2,1999,229311,11350000.00,-98,Europe,Drama,loss
One Man's Hero ,6.2,1999,229311,11350000.00,-98,Europe,History,loss
One Man's Hero ,6.2,1999,229311,11350000.00,-98,Europe,Romance,loss
One Man's Hero ,6.2,1999,229311,11350000.00,-98,Europe,War,loss
One Man's Hero ,6.2,1999,229311,11350000.00,-98,Europe,Western,loss
The Ninth Gate ,6.7,1999,18653746,38000000.00,-51,Europe,Mystery,loss
The Ninth Gate ,6.7,1999,18653746,38000000.00,-51,Europe,Thriller,loss
Buried ,7,2010,1028658,3000000.00,-66,Europe,Drama,loss
Buried ,7,2010,1028658,3000000.00,-66,Europe,Mystery,loss
Buried ,7,2010,1028658,3000000.00,-66,Europe,Thriller,loss
The Oxford Murders ,6.1,2008,3607,10000000.00,-100,Europe,Crime,loss
The Oxford Murders ,6.1,2008,3607,10000000.00,-100,Europe,Mystery,loss
The Oxford Murders ,6.1,2008,3607,10000000.00,-100,Europe,Thriller,loss
Vicky Cristina Barcelona ,7.2,2008,23213577,15500000.00,50,Europe,Drama,profit
Vicky Cristina Barcelona ,7.2,2008,23213577,15500000.00,50,Europe,Romance,profit
Mondays in the Sun ,7.7,2002,146402,4000000.00,-96,Europe,Comedy,loss
Mondays in the Sun ,7.7,2002,146402,4000000.00,-96,Europe,Drama,loss
Midnight in Paris ,7.7,2011,56816662,17000000.00,234,Europe,Comedy,profit
Midnight in Paris ,7.7,2011,56816662,17000000.00,234,Europe,Fantasy,profit
Midnight in Paris ,7.7,2011,56816662,17000000.00,234,Europe,Romance,profit
Savage Grace ,5.9,2007,434417,4600000.00,-91,Europe,Drama,loss
Pan's Labyrinth ,8.2,2006,37623143,13500000.00,179,Europe,Drama,profit
Pan's Labyrinth ,8.2,2006,37623143,13500000.00,179,Europe,Fantasy,profit
Pan's Labyrinth ,8.2,2006,37623143,13500000.00,179,Europe,War,profit
There Be Dragons ,5.9,2011,1068392,36000000.00,-97,Europe,Biography,loss
There Be Dragons ,5.9,2011,1068392,36000000.00,-97,Europe,Drama,loss
There Be Dragons ,5.9,2011,1068392,36000000.00,-97,Europe,War,loss
The Sea Inside ,8.1,2004,2086345,10000000.00,-79,Europe,Biography,loss
The Sea Inside ,8.1,2004,2086345,10000000.00,-79,Europe,Drama,loss
The Sea Inside ,8.1,2004,2086345,10000000.00,-79,Europe,Romance,loss
My Life Without Me ,7.6,2003,395592,2000000.00,-80,Europe,Drama,loss
My Life Without Me ,7.6,2003,395592,2000000.00,-80,Europe,Romance,loss
Planet 51 ,6.1,2009,42194060,70000000.00,-40,Europe,Adventure,loss
Planet 51 ,6.1,2009,42194060,70000000.00,-40,Europe,Animation,loss
Planet 51 ,6.1,2009,42194060,70000000.00,-40,Europe,Comedy,loss
Planet 51 ,6.1,2009,42194060,70000000.00,-40,Europe,Family,loss
Planet 51 ,6.1,2009,42194060,70000000.00,-40,Europe,Sci-Fi,loss
[Rec] 2 ,6.6,2009,27024,5600000.00,-100,Europe,Horror,loss
Aloft ,5.3,2014,52961,8000000.00,-99,Europe,Drama,loss
Transsiberian ,6.7,2008,2203641,15000000.00,-85,Europe,Crime,loss
Transsiberian ,6.7,2008,2203641,15000000.00,-85,Europe,Drama,loss
Transsiberian ,6.7,2008,2203641,15000000.00,-85,Europe,Mystery,loss
Transsiberian ,6.7,2008,2203641,15000000.00,-85,Europe,Thriller,loss
The Orphanage ,7.5,2007,7159147,3400000.00,111,Europe,Drama,profit
The Orphanage ,7.5,2007,7159147,3400000.00,111,Europe,Mystery,profit
The Orphanage ,7.5,2007,7159147,3400000.00,111,Europe,Thriller,profit
Timecrimes ,7.2,2007,38108,2600000.00,-99,Europe,Horror,loss
Timecrimes ,7.2,2007,38108,2600000.00,-99,Europe,Mystery,loss
Timecrimes ,7.2,2007,38108,2600000.00,-99,Europe,Sci-Fi,loss
Timecrimes ,7.2,2007,38108,2600000.00,-99,Europe,Thriller,loss
Agora ,7.2,2009,617840,70000000.00,-99,Europe,Adventure,loss
Agora ,7.2,2009,617840,70000000.00,-99,Europe,Drama,loss
Agora ,7.2,2009,617840,70000000.00,-99,Europe,History,loss
Agora ,7.2,2009,617840,70000000.00,-99,Europe,Romance,loss
Tango ,7.2,1998,1687311,700000000.00,-100,Europe,Drama,loss
Tango ,7.2,1998,1687311,700000000.00,-100,Europe,Musical,loss
As It Is in Heaven ,7.6,2004,9910,25000000.00,-100,Europe,Comedy,loss
As It Is in Heaven ,7.6,2004,9910,25000000.00,-100,Europe,Drama,loss
As It Is in Heaven ,7.6,2004,9910,25000000.00,-100,Europe,Music,loss
As It Is in Heaven ,7.6,2004,9910,25000000.00,-100,Europe,Romance,loss
The Assassin ,6.4,2015,613556,15000000.00,-96,Asia,Action,loss
The Assassin ,6.4,2015,613556,15000000.00,-96,Asia,Drama,loss
"Crouching Tiger, Hidden Dragon ",7.9,2000,128067808,15000000.00,754,Asia,Action,profit
"Crouching Tiger, Hidden Dragon ",7.9,2000,128067808,15000000.00,754,Asia,Drama,profit
"Crouching Tiger, Hidden Dragon ",7.9,2000,128067808,15000000.00,754,Asia,Romance,profit
Ong-bak 2 ,6.2,2008,102055,300000000.00,-100,Asia,Action,loss
Skin Trade ,5.7,2014,162,9000000.00,-100,Asia,Action,loss
Skin Trade ,5.7,2014,162,9000000.00,-100,Asia,Crime,loss
Skin Trade ,5.7,2014,162,9000000.00,-100,Asia,Thriller,loss
The Legend of Suriyothai ,6.6,2001,454255,400000000.00,-100,Asia,Action,loss
The Legend of Suriyothai ,6.6,2001,454255,400000000.00,-100,Asia,Adventure,loss
The Legend of Suriyothai ,6.6,2001,454255,400000000.00,-100,Asia,Drama,loss
The Legend of Suriyothai ,6.6,2001,454255,400000000.00,-100,Asia,History,loss
The Legend of Suriyothai ,6.6,2001,454255,400000000.00,-100,Asia,War,loss
The Protector ,7.1,2005,11905519,200000000.00,-94,Asia,Action,loss
The Protector ,7.1,2005,11905519,200000000.00,-94,Asia,Crime,loss
The Protector ,7.1,2005,11905519,200000000.00,-94,Asia,Drama,loss
The Protector ,7.1,2005,11905519,200000000.00,-94,Asia,Thriller,loss
Richard III ,7.5,1995,2600000,6000000.00,-57,Europe,Drama,loss
Richard III ,7.5,1995,2600000,6000000.00,-57,Europe,War,loss
Doom ,5.2,2005,28031250,60000000.00,-53,Europe,Action,loss
Doom ,5.2,2005,28031250,60000000.00,-53,Europe,Adventure,loss
Doom ,5.2,2005,28031250,60000000.00,-53,Europe,Horror,loss
Doom ,5.2,2005,28031250,60000000.00,-53,Europe,Sci-Fi,loss
The Nutcracker in 3D ,4.4,2010,190562,90000000.00,-100,Europe,Action,loss
The Nutcracker in 3D ,4.4,2010,190562,90000000.00,-100,Europe,Family,loss
The Nutcracker in 3D ,4.4,2010,190562,90000000.00,-100,Europe,Fantasy,loss
The Nutcracker in 3D ,4.4,2010,190562,90000000.00,-100,Europe,Musical,loss
28 Weeks Later ,7,2007,28637507,15000000.00,91,Europe,Drama,profit
28 Weeks Later ,7,2007,28637507,15000000.00,91,Europe,Horror,profit
28 Weeks Later ,7,2007,28637507,15000000.00,91,Europe,Sci-Fi,profit
Monsters ,6.4,2010,237301,500000.00,-53,Europe,Drama,loss
Monsters ,6.4,2010,237301,500000.00,-53,Europe,Sci-Fi,loss
Monsters ,6.4,2010,237301,500000.00,-53,Europe,Thriller,loss
Notes on a Scandal ,7.4,2006,17508670,15000000.00,17,Europe,Crime,profit
Notes on a Scandal ,7.4,2006,17508670,15000000.00,17,Europe,Drama,profit
Notes on a Scandal ,7.4,2006,17508670,15000000.00,17,Europe,Romance,profit
Notes on a Scandal ,7.4,2006,17508670,15000000.00,17,Europe,Thriller,profit
Thunderbirds ,4.2,2004,6768055,57000000.00,-88,Europe,Action,loss
Thunderbirds ,4.2,2004,6768055,57000000.00,-88,Europe,Adventure,loss
Thunderbirds ,4.2,2004,6768055,57000000.00,-88,Europe,Comedy,loss
Thunderbirds ,4.2,2004,6768055,57000000.00,-88,Europe,Family,loss
Thunderbirds ,4.2,2004,6768055,57000000.00,-88,Europe,Sci-Fi,loss
Jason Bourne ,7.1,2016,108521835,120000000.00,-10,Europe,Action,loss
Jason Bourne ,7.1,2016,108521835,120000000.00,-10,Europe,Thriller,loss
Non-Stop ,7,2014,91439400,50000000.00,83,Europe,Action,profit
Non-Stop ,7,2014,91439400,50000000.00,83,Europe,Mystery,profit
Non-Stop ,7,2014,91439400,50000000.00,83,Europe,Thriller,profit
K-19: The Widowmaker ,6.7,2002,35168677,100000000.00,-65,Europe,Drama,loss
K-19: The Widowmaker ,6.7,2002,35168677,100000000.00,-65,Europe,History,loss
K-19: The Widowmaker ,6.7,2002,35168677,100000000.00,-65,Europe,Thriller,loss
K-19: The Widowmaker ,6.7,2002,35168677,100000000.00,-65,Europe,War,loss
Incident at Loch Ness ,6.6,2004,36830,1400000.00,-97,Europe,Adventure,loss
Incident at Loch Ness ,6.6,2004,36830,1400000.00,-97,Europe,Comedy,loss
Incident at Loch Ness ,6.6,2004,36830,1400000.00,-97,Europe,Horror,loss
The Lawnmower Man ,5.4,1992,32101000,10000000.00,221,Europe,Horror,profit
The Lawnmower Man ,5.4,1992,32101000,10000000.00,221,Europe,Sci-Fi,profit
A Dangerous Method ,6.5,2011,5702083,15000000.00,-62,Europe,Biography,loss
A Dangerous Method ,6.5,2011,5702083,15000000.00,-62,Europe,Drama,loss
A Dangerous Method ,6.5,2011,5702083,15000000.00,-62,Europe,Thriller,loss
Edge of Darkness ,6.6,2010,43290977,80000000.00,-46,Europe,Crime,loss
Edge of Darkness ,6.6,2010,43290977,80000000.00,-46,Europe,Drama,loss
Edge of Darkness ,6.6,2010,43290977,80000000.00,-46,Europe,Mystery,loss
Edge of Darkness ,6.6,2010,43290977,80000000.00,-46,Europe,Thriller,loss
The Importance of Being Earnest ,6.9,2002,8378141,15000000.00,-44,Europe,Comedy,loss
The Importance of Being Earnest ,6.9,2002,8378141,15000000.00,-44,Europe,Drama,loss
The Importance of Being Earnest ,6.9,2002,8378141,15000000.00,-44,Europe,Romance,loss
The Iron Lady ,6.4,2011,29959436,13000000.00,130,Europe,Biography,profit
The Iron Lady ,6.4,2011,29959436,13000000.00,130,Europe,Drama,profit
The Iron Lady ,6.4,2011,29959436,13000000.00,130,Europe,History,profit
In Bruges ,8,2008,7757130,15000000.00,-48,Europe,Comedy,loss
In Bruges ,8,2008,7757130,15000000.00,-48,Europe,Crime,loss
In Bruges ,8,2008,7757130,15000000.00,-48,Europe,Drama,loss
The Relic ,5.7,1997,33927476,40000000.00,-15,Europe,Horror,loss
The Relic ,5.7,1997,33927476,40000000.00,-15,Europe,Mystery,loss
The Relic ,5.7,1997,33927476,40000000.00,-15,Europe,Sci-Fi,loss
The Relic ,5.7,1997,33927476,40000000.00,-15,Europe,Thriller,loss
Flushed Away ,6.7,2006,64459316,149000000.00,-57,Europe,Adventure,loss
Flushed Away ,6.7,2006,64459316,149000000.00,-57,Europe,Animation,loss
Flushed Away ,6.7,2006,64459316,149000000.00,-57,Europe,Comedy,loss
Flushed Away ,6.7,2006,64459316,149000000.00,-57,Europe,Family,loss
"O Brother, Where Art Thou? ",7.8,2000,45506619,26000000.00,75,Europe,Adventure,profit
"O Brother, Where Art Thou? ",7.8,2000,45506619,26000000.00,75,Europe,Comedy,profit
"O Brother, Where Art Thou? ",7.8,2000,45506619,26000000.00,75,Europe,Crime,profit
"O Brother, Where Art Thou? ",7.8,2000,45506619,26000000.00,75,Europe,Music,profit
Octopussy ,6.6,1983,67900000,27500000.00,147,Europe,Action,profit
Octopussy ,6.6,1983,67900000,27500000.00,147,Europe,Adventure,profit
Octopussy ,6.6,1983,67900000,27500000.00,147,Europe,Thriller,profit
Flyboys ,6.6,2006,13082288,60000000.00,-78,Europe,Action,loss
Flyboys ,6.6,2006,13082288,60000000.00,-78,Europe,Adventure,loss
Flyboys ,6.6,2006,13082288,60000000.00,-78,Europe,Drama,loss
Flyboys ,6.6,2006,13082288,60000000.00,-78,Europe,History,loss
Flyboys ,6.6,2006,13082288,60000000.00,-78,Europe,Romance,loss
Flyboys ,6.6,2006,13082288,60000000.00,-78,Europe,War,loss
The Damned United ,7.6,2009,449558,10000000.00,-96,Europe,Biography,loss
The Damned United ,7.6,2009,449558,10000000.00,-96,Europe,Drama,loss
The Damned United ,7.6,2009,449558,10000000.00,-96,Europe,Sport,loss
Be Kind Rewind ,6.4,2008,11169531,20000000.00,-44,Europe,Comedy,loss
Weekend ,7.7,2011,469947,120000.00,292,Europe,Drama,profit
Weekend ,7.7,2011,469947,120000.00,292,Europe,Romance,profit
Arthur Christmas ,7.1,2011,46440491,100000000.00,-54,Europe,Adventure,loss
Arthur Christmas ,7.1,2011,46440491,100000000.00,-54,Europe,Animation,loss
Arthur Christmas ,7.1,2011,46440491,100000000.00,-54,Europe,Comedy,loss
Arthur Christmas ,7.1,2011,46440491,100000000.00,-54,Europe,Family,loss
Arthur Christmas ,7.1,2011,46440491,100000000.00,-54,Europe,Fantasy,loss
Waking Ned Devine ,7.4,1998,24788807,3000000.00,726,Europe,Comedy,profit
Captain Corelli's Mandolin ,5.9,2001,25528495,57000000.00,-55,Europe,Drama,loss
Captain Corelli's Mandolin ,5.9,2001,25528495,57000000.00,-55,Europe,Music,loss
Captain Corelli's Mandolin ,5.9,2001,25528495,57000000.00,-55,Europe,Romance,loss
Captain Corelli's Mandolin ,5.9,2001,25528495,57000000.00,-55,Europe,War,loss
My Week with Marilyn ,7,2011,14597405,6400000.00,128,Europe,Biography,profit
My Week with Marilyn ,7,2011,14597405,6400000.00,128,Europe,Drama,profit
Slumdog Millionaire ,8,2008,141319195,15000000.00,842,Europe,Drama,profit
Slumdog Millionaire ,8,2008,141319195,15000000.00,842,Europe,Romance,profit
The Terminator ,8.1,1984,38400000,6500000.00,491,Europe,Action,profit
The Terminator ,8.1,1984,38400000,6500000.00,491,Europe,Sci-Fi,profit
Time Bandits ,7,1981,42365600,5000000.00,747,Europe,Adventure,profit
Time Bandits ,7,1981,42365600,5000000.00,747,Europe,Comedy,profit
Time Bandits ,7,1981,42365600,5000000.00,747,Europe,Fantasy,profit
Time Bandits ,7,1981,42365600,5000000.00,747,Europe,Sci-Fi,profit
Elizabeth ,7.5,1998,30012990,25000000.00,20,Europe,Biography,profit
Elizabeth ,7.5,1998,30012990,25000000.00,20,Europe,Drama,profit
Elizabeth ,7.5,1998,30012990,25000000.00,20,Europe,History,profit
Michael Collins ,7.1,1996,11030963,28000000.00,-61,Europe,Biography,loss
Michael Collins ,7.1,1996,11030963,28000000.00,-61,Europe,Drama,loss
Michael Collins ,7.1,1996,11030963,28000000.00,-61,Europe,Thriller,loss
Michael Collins ,7.1,1996,11030963,28000000.00,-61,Europe,War,loss
Sunshine ,7.3,2007,3675072,26000000.00,-86,Europe,Adventure,loss
Sunshine ,7.3,2007,3675072,26000000.00,-86,Europe,Sci-Fi,loss
Sunshine ,7.3,2007,3675072,26000000.00,-86,Europe,Thriller,loss
Dead Man's Shoes ,7.7,2004,6013,695393.00,-99,Europe,Crime,loss
Dead Man's Shoes ,7.7,2004,6013,695393.00,-99,Europe,Drama,loss
Dead Man's Shoes ,7.7,2004,6013,695393.00,-99,Europe,Thriller,loss
Alfie ,6.2,2004,13395939,60000000.00,-78,Europe,Comedy,loss
Alfie ,6.2,2004,13395939,60000000.00,-78,Europe,Drama,loss
Alfie ,6.2,2004,13395939,60000000.00,-78,Europe,Romance,loss
Albert Nobbs ,6.7,2011,3014541,8000000.00,-62,Europe,Drama,loss
The Act of Killing ,8.2,2012,484221,1000000.00,-52,Europe,Biography,loss
The Act of Killing ,8.2,2012,484221,1000000.00,-52,Europe,Crime,loss
The Act of Killing ,8.2,2012,484221,1000000.00,-52,Europe,Documentary,loss
The Act of Killing ,8.2,2012,484221,1000000.00,-52,Europe,History,loss
A Passage to India ,7.4,1984,26400000,16000000.00,65,Europe,Adventure,profit
A Passage to India ,7.4,1984,26400000,16000000.00,65,Europe,Drama,profit
A Passage to India ,7.4,1984,26400000,16000000.00,65,Europe,History,profit
A Simple Plan ,7.5,1998,16311763,17000000.00,-4,Europe,Crime,loss
A Simple Plan ,7.5,1998,16311763,17000000.00,-4,Europe,Drama,loss
A Simple Plan ,7.5,1998,16311763,17000000.00,-4,Europe,Thriller,loss
The Quiet American ,7.1,2002,12987647,30000000.00,-57,Europe,Drama,loss
The Quiet American ,7.1,2002,12987647,30000000.00,-57,Europe,Mystery,loss
The Quiet American ,7.1,2002,12987647,30000000.00,-57,Europe,Romance,loss
The Quiet American ,7.1,2002,12987647,30000000.00,-57,Europe,Thriller,loss
The Quiet American ,7.1,2002,12987647,30000000.00,-57,Europe,War,loss
Gosford Park ,7.3,2001,41300105,19800000.00,109,Europe,Drama,profit
Gosford Park ,7.3,2001,41300105,19800000.00,109,Europe,Mystery,profit
Man on the Moon ,7.4,1999,34580635,52000000.00,-33,Europe,Biography,loss
Man on the Moon ,7.4,1999,34580635,52000000.00,-33,Europe,Comedy,loss
Man on the Moon ,7.4,1999,34580635,52000000.00,-33,Europe,Drama,loss
Licence to Kill ,6.6,1989,34667015,32000000.00,8,Europe,Action,profit
Licence to Kill ,6.6,1989,34667015,32000000.00,8,Europe,Adventure,profit
Licence to Kill ,6.6,1989,34667015,32000000.00,8,Europe,Thriller,profit
For Your Eyes Only ,6.8,1981,62300000,28000000.00,123,Europe,Action,profit
For Your Eyes Only ,6.8,1981,62300000,28000000.00,123,Europe,Adventure,profit
For Your Eyes Only ,6.8,1981,62300000,28000000.00,123,Europe,Thriller,profit
Quantum of Solace ,6.7,2008,168368427,200000000.00,-16,Europe,Action,loss
Quantum of Solace ,6.7,2008,168368427,200000000.00,-16,Europe,Adventure,loss
The Bank Job ,7.3,2008,30028592,20000000.00,50,Europe,Crime,profit
The Bank Job ,7.3,2008,30028592,20000000.00,50,Europe,Drama,profit
The Bank Job ,7.3,2008,30028592,20000000.00,50,Europe,Romance,profit
The Bank Job ,7.3,2008,30028592,20000000.00,50,Europe,Thriller,profit
Elizabeth: The Golden Age ,6.9,2007,16264475,55000000.00,-70,Europe,Biography,loss
Elizabeth: The Golden Age ,6.9,2007,16264475,55000000.00,-70,Europe,Drama,loss
Elizabeth: The Golden Age ,6.9,2007,16264475,55000000.00,-70,Europe,History,loss
Elizabeth: The Golden Age ,6.9,2007,16264475,55000000.00,-70,Europe,War,loss
The Count of Monte Cristo ,7.7,2002,54228104,35000000.00,55,Europe,Action,profit
The Count of Monte Cristo ,7.7,2002,54228104,35000000.00,55,Europe,Adventure,profit
The Count of Monte Cristo ,7.7,2002,54228104,35000000.00,55,Europe,Drama,profit
The Count of Monte Cristo ,7.7,2002,54228104,35000000.00,55,Europe,Romance,profit
The Count of Monte Cristo ,7.7,2002,54228104,35000000.00,55,Europe,Thriller,profit
Sugar Town ,6.1,1999,177840,250000.00,-29,Europe,Comedy,loss
Sugar Town ,6.1,1999,177840,250000.00,-29,Europe,Music,loss
The Bridge of San Luis Rey ,5.1,2004,42880,24000000.00,-100,Europe,Drama,loss
The Bridge of San Luis Rey ,5.1,2004,42880,24000000.00,-100,Europe,Romance,loss
The Big Tease ,6.3,1999,185577,4000000.00,-95,Europe,Comedy,loss
Hamlet ,7.8,1996,4414535,18000000.00,-75,Europe,Drama,loss
The Tale of Despereaux ,6.1,2008,50818750,60000000.00,-15,Europe,Adventure,loss
The Tale of Despereaux ,6.1,2008,50818750,60000000.00,-15,Europe,Animation,loss
The Tale of Despereaux ,6.1,2008,50818750,60000000.00,-15,Europe,Comedy,loss
The Tale of Despereaux ,6.1,2008,50818750,60000000.00,-15,Europe,Family,loss
The Tale of Despereaux ,6.1,2008,50818750,60000000.00,-15,Europe,Fantasy,loss
The Living Daylights ,6.7,1987,51185897,30000000.00,71,Europe,Action,profit
The Living Daylights ,6.7,1987,51185897,30000000.00,71,Europe,Adventure,profit
The Living Daylights ,6.7,1987,51185897,30000000.00,71,Europe,Thriller,profit
GoldenEye ,7.2,1995,106635996,58000000.00,84,Europe,Action,profit
GoldenEye ,7.2,1995,106635996,58000000.00,84,Europe,Adventure,profit
GoldenEye ,7.2,1995,106635996,58000000.00,84,Europe,Thriller,profit
Topsy-Turvy ,7.4,1999,6201757,10000000.00,-38,Europe,Biography,loss
Topsy-Turvy ,7.4,1999,6201757,10000000.00,-38,Europe,Comedy,loss
Topsy-Turvy ,7.4,1999,6201757,10000000.00,-38,Europe,Drama,loss
Topsy-Turvy ,7.4,1999,6201757,10000000.00,-38,Europe,History,loss
Topsy-Turvy ,7.4,1999,6201757,10000000.00,-38,Europe,Music,loss
Topsy-Turvy ,7.4,1999,6201757,10000000.00,-38,Europe,Musical,loss
The Other End of the Line ,6.2,2008,115504,14000000.00,-99,Europe,Comedy,loss
The Other End of the Line ,6.2,2008,115504,14000000.00,-99,Europe,Drama,loss
The Other End of the Line ,6.2,2008,115504,14000000.00,-99,Europe,Romance,loss
Chocolat ,7.3,2000,71309760,25000000.00,185,Europe,Drama,profit
Chocolat ,7.3,2000,71309760,25000000.00,185,Europe,Romance,profit
Sea Rex 3D: Journey to a Prehistoric World ,6.9,2010,4074023,5000000.00,-19,Europe,Documentary,loss
An American Haunting ,5,2005,16298046,14000000.00,16,Europe,Horror,profit
An American Haunting ,5,2005,16298046,14000000.00,16,Europe,Mystery,profit
An American Haunting ,5,2005,16298046,14000000.00,16,Europe,Thriller,profit
Rush ,8.1,2013,26903709,38000000.00,-29,Europe,Action,loss
Rush ,8.1,2013,26903709,38000000.00,-29,Europe,Biography,loss
Rush ,8.1,2013,26903709,38000000.00,-29,Europe,Drama,loss
Rush ,8.1,2013,26903709,38000000.00,-29,Europe,Sport,loss
Severance ,6.6,2006,136432,5000000.00,-97,Europe,Comedy,loss
Severance ,6.6,2006,136432,5000000.00,-97,Europe,Horror,loss
Severance ,6.6,2006,136432,5000000.00,-97,Europe,Thriller,loss
Atonement ,7.8,2007,50921738,30000000.00,70,Europe,Drama,profit
Atonement ,7.8,2007,50921738,30000000.00,70,Europe,Mystery,profit
